SECCODE,TIME,OPEN,CLOSE,LOW,HIGH,VOLUME,CHANGE
SBERP,153548,54.25,54.25,54.25,54.25,5000,0
SBERP,153557,54.25,54.25,54.25,54.25,3600,0
SBERP,153602,54.24,54.22,54.22,54.24,2300,-0.037
SBERP,153641,54.24,54.24,54.24,54.24,100,0
SBERP,153701,54.2,54.2,54.2,54.2,1000,0
SBERP,153733,54.2,54.2,54.2,54.2,500,0
SBERP,153740,54.2,54.2,54.2,54.2,1800,0
SBERP,153747,54.19,54.19,54.19,54.19,1000,0
SBERP,153822,54.18,54.18,54.18,54.18,1700,0
SBERP,153837,54.17,54.17,54.17,54.17,1300,0
SBERP,153838,54.21,54.21,54.21,54.21,100,0
SBERP,153855,54.17,54.17,54.17,54.17,200,0
SBERP,154047,54.2,54.2,54.2,54.2,2000,0
SBERP,154049,54.2,54.23,54.2,54.23,3400,0.055
SBERP,154055,54.22,54.22,54.22,54.22,200,0
SBERP,154110,54.23,54.23,54.23,54.23,200,0
SBERP,154120,54.22,54.2,54.2,54.22,6100,-0.037
SBERP,154225,54.19,54.19,54.19,54.19,1000,0
SBERP,154233,54.22,54.23,54.22,54.23,5300,0.018
SBERP,154325,54.23,54.25,54.23,54.25,7400,0.037
SBERP,154345,54.23,54.23,54.23,54.23,1000,0
SBERP,154348,54.24,54.24,54.24,54.24,8600,0
SBERP,154359,54.24,54.24,54.24,54.24,100,0
SBERP,154406,54.22,54.19,54.19,54.22,6000,-0.055
SBERP,154408,54.2,54.2,54.2,54.2,1800,0
SBERP,154503,54.2,54.2,54.2,54.2,300,0
SBERP,154702,54.19,54.19,54.19,54.19,500,0
SBERP,154737,54.2,54.2,54.2,54.2,2200,0
SBERP,154752,54.23,54.23,54.23,54.23,1000,0
SBERP,154754,54.23,54.23,54.23,54.23,4000,0
SBERP,154755,54.24,54.25,54.24,54.25,600,0.018
SBERP,154756,54.25,54.29,54.25,54.29,30200,0.074
SBERP,154800,54.28,54.3,54.28,54.3,30000,0.037
SBERP,154825,54.25,54.25,54.25,54.25,3500,0
SBERP,154845,54.28,54.28,54.28,54.28,1100,0
SBERP,154857,54.28,54.29,54.28,54.29,2200,0.018
SBERP,154920,54.25,54.25,54.25,54.25,1000,0
SBERP,154947,54.22,54.22,54.22,54.22,3000,0
SBERP,154948,54.21,54.2,54.2,54.21,1400,-0.018
SBERP,154949,54.2,54.2,54.2,54.2,700,0
SBERP,154951,54.21,54.21,54.21,54.21,6000,0
SBERP,155003,54.2,54.2,54.2,54.2,100,0
SBERP,155004,54.2,54.2,54.2,54.2,2500,0
SBERP,155005,54.17,54.17,54.17,54.17,400,0
SBERP,155011,54.18,54.18,54.18,54.18,1000,0
SBERP,155018,54.2,54.23,54.2,54.23,6800,0.055
SBERP,155121,54.2,54.2,54.2,54.2,100,0
SBERP,155137,54.19,54.19,54.19,54.19,1400,0
SBERP,155435,54.2,54.2,54.2,54.2,200,0
SBERP,155606,54.19,54.19,54.19,54.19,400,0
SBERP,155607,54.19,54.19,54.19,54.19,200,0
SBERP,155654,54.17,54.17,54.17,54.17,5600,0
SBERP,155655,54.15,54.15,54.15,54.15,100,0
SBERP,155656,54.15,54.15,54.15,54.15,300,0
SBERP,155657,54.15,54.15,54.15,54.15,14400,0
SBERP,155724,54.16,54.16,54.16,54.16,400,0
SBERP,155748,54.15,54.15,54.15,54.15,100,0
SBERP,155838,54.15,54.15,54.15,54.15,100,0
SBERP,155939,54.15,54.15,54.15,54.15,900,0
SBERP,155956,54.15,54.14,54.14,54.15,500,-0.018
SBERP,160003,54.14,54.14,54.14,54.14,600,0
SBERP,160006,54.12,54.12,54.12,54.12,600,0
SBERP,160014,54.12,54.12,54.12,54.12,200,0
SBERP,160016,54.14,54.17,54.14,54.17,10800,0.055
SBERP,160017,54.18,54.2,54.18,54.2,2000,0.037
SBERP,160034,54.14,54.14,54.14,54.14,700,0
SBERP,160056,54.12,54.12,54.12,54.12,200,0
SBERP,160112,54.17,54.21,54.17,54.21,20000,0.074
SBERP,160124,54.18,54.21,54.18,54.21,1100,0.055
SBERP,160235,54.15,54.15,54.15,54.15,500,0
SBERP,160256,54.15,54.15,54.15,54.15,800,0
SBERP,160257,54.15,54.12,54.12,54.15,1800,-0.055
SBERP,160258,54.13,54.13,54.13,54.13,400,0
SBERP,160300,54.14,54.18,54.14,54.18,1400,0.074
SBERP,160324,54.15,54.15,54.15,54.15,100,0
SBERP,160328,54.17,54.18,54.17,54.18,2600,0.018
SBERP,160329,54.19,54.19,54.19,54.19,200,0
SBERP,160358,54.19,54.19,54.19,54.19,1800,0
SBERP,160433,54.2,54.2,54.2,54.2,5800,0
SBERP,160520,54.23,54.23,54.23,54.23,100,0
SBERP,160601,54.21,54.22,54.21,54.22,2500,0.018
SBERP,160617,54.23,54.23,54.23,54.23,200,0
SBERP,161349,54.19,54.19,54.19,54.19,500,0
SBERP,161433,54.23,54.23,54.23,54.23,3600,0
SBERP,161500,54.19,54.18,54.18,54.19,1300,-0.018
SBERP,161520,54.18,54.18,54.18,54.18,100,0
SBERP,161525,54.21,54.21,54.21,54.21,2000,0
SBERP,161736,54.19,54.19,54.19,54.19,800,0
SBERP,161737,54.18,54.17,54.17,54.18,400,-0.018
SBERP,161740,54.18,54.17,54.17,54.18,400,-0.018
SBERP,161753,54.2,54.22,54.2,54.22,1200,0.037
SBERP,161800,54.2,54.2,54.2,54.2,1000,0
SBERP,161901,54.21,54.21,54.21,54.21,1200,0
SBERP,161925,54.18,54.18,54.18,54.18,7400,0
SBERP,162000,54.18,54.18,54.18,54.18,1900,0
SBERP,162001,54.18,54.17,54.17,54.18,2800,-0.018
SBERP,162025,54.22,54.22,54.22,54.22,1200,0
SBERP,162103,54.24,54.24,54.24,54.24,1900,0
SBERP,162105,54.25,54.25,54.25,54.25,600,0
SBERP,162108,54.27,54.28,54.27,54.28,9800,0.018
SBERP,162109,54.28,54.28,54.28,54.28,1600,0
SBERP,162111,54.28,54.28,54.28,54.28,15200,0
SBERP,162113,54.28,54.28,54.28,54.28,6000,0
SBERP,162147,54.28,54.29,54.28,54.29,2000,0.018
SBERP,162150,54.29,54.29,54.29,54.29,700,0
SBERP,162157,54.3,54.3,54.3,54.3,10200,0
SBERP,162201,54.31,54.31,54.31,54.31,800,0
SBERP,162204,54.31,54.31,54.31,54.31,1000,0
SBERP,162208,54.32,54.32,54.32,54.32,100,0
SBERP,162209,54.32,54.32,54.32,54.32,100,0
SBERP,162210,54.32,54.32,54.32,54.32,700,0
SBERP,162212,54.32,54.32,54.32,54.32,200,0
SBERP,162221,54.32,54.32,54.32,54.32,200,0
SBERP,162230,54.31,54.31,54.31,54.31,4000,0
SBERP,162235,54.31,54.31,54.31,54.31,3200,0
SBERP,162240,54.31,54.31,54.31,54.31,200,0
SBERP,162242,54.32,54.32,54.32,54.32,100,0
SBERP,162317,54.32,54.32,54.32,54.32,10000,0
SBERP,162506,54.31,54.31,54.31,54.31,400,0
SBERP,162520,54.28,54.28,54.27,54.28,4300,0
SBERP,162523,54.31,54.31,54.31,54.31,1600,0
SBERP,162539,54.31,54.32,54.31,54.32,6000,0.018
SBERP,162540,54.32,54.32,54.32,54.32,100,0
SBERP,162541,54.32,54.32,54.32,54.32,100,0
SBERP,162542,54.32,54.31,54.31,54.32,2400,-0.018
SBERP,162632,54.3,54.3,54.3,54.3,100,0
SBERP,162653,54.27,54.27,54.27,54.27,500,0
SBERP,162654,54.27,54.27,54.27,54.27,400,0
SBERP,162750,54.28,54.28,54.28,54.28,5000,0
SBERP,162758,54.27,54.27,54.27,54.27,5000,0
SBERP,162803,54.27,54.28,54.26,54.28,4600,0.018
SBERP,162812,54.28,54.28,54.28,54.28,500,0
SBERP,162819,54.31,54.31,54.31,54.31,200,0
SBERP,162849,54.26,54.26,54.26,54.26,200,0
SBERP,162947,54.26,54.25,54.25,54.26,1100,-0.018
SBERP,163004,54.29,54.29,54.29,54.29,300,0
SBERP,163005,54.29,54.31,54.29,54.31,400,0.037
SBERP,163040,54.25,54.25,54.25,54.25,100,0
SBERP,163106,54.25,54.25,54.25,54.25,200,0
SBERP,163222,54.27,54.27,54.27,54.27,200,0
SBERP,163228,54.25,54.25,54.25,54.25,200,0
SBERP,163307,54.29,54.25,54.25,54.29,4900,-0.074
SBERP,163409,54.25,54.25,54.25,54.25,200,0
SBERP,163453,54.29,54.29,54.29,54.29,10200,0
SBERP,163506,54.29,54.29,54.29,54.29,8400,0
SBERP,163550,54.3,54.3,54.3,54.3,400,0
SBERP,163634,54.28,54.28,54.28,54.28,500,0
SBERP,163705,54.27,54.25,54.25,54.27,800,-0.037
SBERP,163709,54.28,54.28,54.28,54.28,400,0
SBERP,163721,54.28,54.28,54.28,54.28,4700,0
SBERP,163756,54.25,54.24,54.24,54.25,1200,-0.018
SBERP,163824,54.24,54.24,54.24,54.24,7000,0
SBERP,163831,54.25,54.25,54.25,54.25,100,0
SBERP,163839,54.25,54.25,54.25,54.25,600,0
SBERP,163841,54.25,54.25,54.25,54.25,6900,0
SBERP,163842,54.25,54.24,54.24,54.25,2700,-0.018
SBERP,163855,54.24,54.24,54.24,54.24,300,0
SBERP,163905,54.24,54.24,54.24,54.24,300,0
SBERP,163912,54.24,54.24,54.24,54.24,100,0
SBERP,163915,54.24,54.24,54.24,54.24,10000,0
SBERP,163917,54.24,54.24,54.24,54.24,39300,0
SBERP,163918,54.24,54.24,54.24,54.24,100,0
SBERP,163920,54.24,54.2,54.2,54.24,33000,-0.074
SBERP,163921,54.2,54.19,54.19,54.2,1800,-0.018
SBERP,163941,54.19,54.19,54.19,54.19,500,0
SBERP,164016,54.19,54.19,54.19,54.19,400,0
SBERP,164017,54.19,54.19,54.19,54.19,2000,0
SBERP,164039,54.18,54.18,54.18,54.18,800,0
SBERP,164105,54.18,54.18,54.18,54.18,100,0
SBERP,164109,54.18,54.18,54.18,54.18,400,0
SBERP,164119,54.18,54.18,54.18,54.18,400,0
SBERP,164122,54.18,54.16,54.16,54.18,2000,-0.037
SBERP,164138,54.17,54.15,54.15,54.17,4400,-0.037
SBERP,164141,54.16,54.16,54.16,54.16,400,0
SBERP,164152,54.16,54.16,54.16,54.16,1000,0
SBERP,164202,54.16,54.16,54.16,54.16,100,0
SBERP,164216,54.16,54.16,54.16,54.16,7300,0
SBERP,164222,54.19,54.19,54.19,54.19,3000,0
SBERP,164234,54.16,54.16,54.16,54.16,8600,0
SBERP,164333,54.19,54.19,54.19,54.19,500,0
SBERP,164336,54.18,54.17,54.17,54.18,6000,-0.018
SBERP,164418,54.18,54.17,54.17,54.18,1000,-0.018
SBERP,164532,54.21,54.21,54.21,54.21,10000,0
SBERP,164533,54.25,54.25,54.25,54.25,1000,0
SBERP,164536,54.24,54.24,54.24,54.24,400,0
SBERP,164539,54.24,54.24,54.24,54.24,100,0
SBERP,164542,54.24,54.24,54.24,54.24,100,0
SBERP,164544,54.24,54.24,54.24,54.24,200,0
SBERP,164721,54.23,54.23,54.23,54.23,1500,0
SBERP,164724,54.23,54.23,54.23,54.23,1500,0
SBERP,164726,54.23,54.23,54.23,54.23,1500,0
SBERP,164729,54.23,54.24,54.23,54.24,900,0.018
SBERP,164854,54.24,54.24,54.24,54.24,100,0
SBERP,165304,54.2,54.2,54.2,54.2,100,0
SBERP,165359,54.2,54.2,54.2,54.2,8600,0
SBERP,165444,54.16,54.16,54.16,54.16,7300,0
SBERP,165445,54.15,54.15,54.15,54.15,3700,0
SBERP,165504,54.15,54.15,54.15,54.15,2100,0
SBERP,165505,54.13,54.12,54.12,54.13,14000,-0.018
SBERP,165506,54.12,54.12,54.12,54.12,15200,0
SBERP,165507,54.11,54.1,54.1,54.11,8600,-0.018
SBERP,165509,54.09,54.08,54.08,54.09,4200,-0.018
SBERP,165511,54.08,54.08,54.08,54.08,500,0
SBERP,165514,54.08,54.08,54.08,54.08,11500,0
SBERP,165517,54.09,54.09,54.09,54.09,1500,0
SBERP,165533,54.08,54.08,54.08,54.08,800,0
SBERP,165534,54.08,54.08,54.08,54.08,1400,0
SBERP,165537,54.08,54.08,54.08,54.08,1900,0
SBERP,165539,54.08,54.08,54.08,54.08,500,0
SBERP,165540,54.09,54.09,54.09,54.09,1000,0
SBERP,165547,54.1,54.1,54.1,54.1,500,0
SBERP,165554,54.1,54.11,54.1,54.11,9400,0.018
SBERP,165555,54.11,54.11,54.11,54.11,600,0
SBERP,165625,54.08,54.08,54.08,54.08,5000,0
SBERP,165635,54.08,54.08,54.08,54.08,400,0
SBERP,165636,54.08,54.08,54.08,54.08,600,0
SBERP,165641,54.1,54.1,54.1,54.1,1400,0
SBERP,165649,54.08,54.08,54.08,54.08,1000,0
SBERP,165706,54.07,54.03,54.03,54.07,35600,-0.074
SBERP,165707,54.04,54.02,54.02,54.04,33700,-0.037
SBERP,165708,54.04,54.04,54.04,54.04,100,0
SBERP,165715,54.07,54.07,54.07,54.07,1300,0
SBERP,165724,54.07,54.07,54.07,54.07,1300,0
SBERP,165728,54.06,54.06,54.06,54.06,100,0
SBERP,165735,54.05,54.05,54.05,54.05,4000,0
SBERP,165853,54.09,54.11,54.09,54.11,700,0.037
SBERP,165859,54.13,54.13,54.13,54.13,1000,0
SBERP,165900,54.14,54.14,54.14,54.14,8500,0
SBERP,165922,54.12,54.12,54.12,54.12,300,0
SBERP,165928,54.12,54.15,54.12,54.15,6400,0.055
SBERP,170009,54.11,54.11,54.11,54.11,200,0
SBERP,170037,54.13,54.13,54.13,54.13,100,0
SBERP,170118,54.12,54.13,54.12,54.13,200,0.018
SBERP,170128,54.08,54.07,54.07,54.08,2600,-0.018
SBERP,170129,54.07,54.07,54.07,54.07,200,0
SBERP,170132,54.12,54.11,54.11,54.16,1500,-0.018
SBERP,170136,54.11,54.11,54.11,54.11,300,0
SBERP,170235,54.13,54.13,54.13,54.13,100,0
SBERP,170251,54.08,54.07,54.07,54.08,4000,-0.018
SBERP,170252,54.06,54.06,54.06,54.06,4100,0
SBERP,170253,54.06,54.06,54.06,54.06,100,0
SBERP,170255,54.06,54.06,54.06,54.06,100,0
SBERP,170339,54.05,54.04,54.04,54.05,1900,-0.019
SBERP,170407,54.1,54.1,54.1,54.1,500,0
SBERP,170411,54.1,54.1,54.1,54.1,200,0
SBERP,170428,54.1,54.1,54.1,54.1,1000,0
SBERP,170518,54.1,54.1,54.1,54.1,10000,0
SBERP,170550,54.1,54.1,54.1,54.1,2500,0
SBERP,170601,54.12,54.13,54.12,54.13,6100,0.018
SBERP,170638,54.1,54.1,54.1,54.1,500,0
SBERP,170705,54.13,54.13,54.13,54.13,200,0
SBERP,171040,54.19,54.19,54.19,54.19,1100,0
SBERP,171055,54.15,54.15,54.15,54.15,5600,0
SBERP,171117,54.14,54.14,54.14,54.14,200,0
SBERP,171125,54.17,54.17,54.17,54.17,300,0
SBERP,171157,54.14,54.14,54.14,54.14,1900,0
SBERP,171158,54.19,54.19,54.19,54.19,100,0
SBERP,171211,54.14,54.13,54.13,54.14,3800,-0.018
SBERP,171215,54.13,54.13,54.13,54.13,100,0
SBERP,171313,54.14,54.14,54.14,54.14,200,0
SBERP,171329,54.13,54.12,54.12,54.13,13100,-0.018
SBERP,171330,54.11,54.11,54.11,54.11,100,0
SBERP,171332,54.11,54.11,54.11,54.11,200,0
SBERP,171334,54.1,54.1,54.1,54.1,100,0
SBERP,171426,54.1,54.1,54.1,54.1,200,0
SBERP,171627,54.19,54.2,54.19,54.2,4800,0.018
SBERP,171628,54.2,54.2,54.2,54.2,1000,0
SBERP,171719,54.2,54.2,54.2,54.2,800,0
SBERP,171722,54.21,54.21,54.21,54.21,2000,0
SBERP,171739,54.21,54.22,54.21,54.22,500,0.018
SBERP,171740,54.21,54.21,54.21,54.21,1000,0
SBERP,171842,54.2,54.2,54.2,54.2,1000,0
SBERP,171904,54.16,54.07,54.07,54.16,86800,-0.166
SBERP,171905,54.13,54.1,54.1,54.15,4300,-0.055
SBERP,171930,54.14,54.14,54.14,54.14,10000,0
SBERP,172019,54.1,54.1,54.1,54.1,400,0
SBERP,172049,54.1,54.1,54.1,54.1,1000,0
SBERP,172051,54.08,54.07,54.07,54.08,1200,-0.018
SBERP,172054,54.11,54.11,54.11,54.11,1000,0
SBERP,172055,54.06,54.06,54.06,54.06,200,0
SBERP,172107,54.06,54.06,54.06,54.06,200,0
SBERP,172120,54.06,54.06,54.06,54.06,300,0
SBERP,172123,54.06,54.05,54.05,54.06,4700,-0.018
SBERP,172124,54.05,54.11,54.05,54.11,3600,0.111
SBERP,172126,54.05,54.05,54.05,54.05,100,0
SBERP,172159,54.07,54.07,54.07,54.07,600,0
SBERP,172207,54.06,54.04,54.04,54.06,11000,-0.037
SBERP,172221,54.05,54.05,54.05,54.05,600,0
SBERP,172227,54.05,54.04,54.04,54.05,3500,-0.019
SBERP,172231,54.04,54.04,54.04,54.04,100,0
SBERP,172307,54.05,54.05,54.05,54.05,800,0
SBERP,172331,54.09,54.05,54.05,54.09,1000,-0.074
SBERP,172332,54.04,54.06,54.04,54.06,4000,0.037
SBERP,172334,54.03,54.03,54.03,54.03,5400,0
SBERP,172335,54.08,54.09,54.08,54.09,4000,0.018
SBERP,172336,54.05,54.05,54.05,54.05,1000,0
SBERP,172338,54.04,54.04,54.04,54.04,100,0
SBERP,172356,54.04,54.04,54.04,54.04,1700,0
SBERP,172402,54.04,54.03,54.03,54.04,1700,-0.019
SBERP,172403,54.03,54.03,54.03,54.03,300,0
SBERP,172404,54.03,54.03,54.03,54.03,3100,0
SBERP,172408,54.03,54.02,54.02,54.03,15600,-0.019
SBERP,172409,54.02,54.01,54.01,54.02,3000,-0.019
SBERP,172455,54.02,54.02,54.02,54.02,1000,0
SBERP,172500,54.01,54.01,54.01,54.01,3500,0
SBERP,172504,54.01,54.01,54.01,54.01,100,0
SBERP,172514,54.01,54.01,54.01,54.01,300,0
SBERP,172518,54.03,54.03,54.03,54.03,1000,0
SBERP,172525,54.01,54.01,54.01,54.01,5300,0
SBERP,172530,54.01,54.01,54.01,54.01,1000,0
SBERP,172541,54.05,54.05,54.05,54.05,100,0
SBERP,172544,54.06,54.06,54.06,54.06,1000,0
SBERP,172556,54.05,54.05,54.05,54.05,100,0
SBERP,172605,54.06,54.06,54.06,54.06,300,0
SBERP,172615,54.05,54.05,54.05,54.05,100,0
SBERP,172618,54.03,54.03,54.03,54.03,1100,0
SBERP,172626,54.06,54.06,54.06,54.06,100,0
SBERP,172641,54.06,54.06,54.06,54.06,400,0
SBERP,172642,54.06,54.06,54.06,54.06,1000,0
SBERP,172643,54.03,54.03,54.03,54.03,1500,0
SBERP,172644,54.06,54.08,54.06,54.09,10100,0.037
SBERP,172646,54.08,54.11,54.08,54.11,9000,0.055
SBERP,172649,54.1,54.1,54.1,54.1,200,0
SBERP,172659,54.11,54.11,54.11,54.11,200,0
SBERP,172707,54.05,54.04,54.04,54.05,5300,-0.019
SBERP,172720,54.05,54.05,54.05,54.05,600,0
SBERP,172756,54.11,54.11,54.11,54.11,600,0
SBERP,172829,54.06,54.06,54.06,54.06,200,0
SBERP,172953,54.05,54.05,54.05,54.05,100,0
SBERP,173119,54.11,54.12,54.11,54.12,2800,0.018
SBERP,173158,54.07,54.06,54.06,54.07,15800,-0.018
SBERP,173204,54.11,54.11,54.11,54.11,100,0
SBERP,173207,54.11,54.11,54.11,54.11,500,0
SBERP,173208,54.11,54.11,54.11,54.11,900,0
SBERP,173209,54.14,54.14,54.14,54.14,900,0
SBERP,173225,54.09,54.09,54.09,54.09,600,0
SBERP,173229,54.08,54.08,54.08,54.08,2000,0
SBERP,173230,54.08,54.08,54.08,54.08,2000,0
SBERP,173233,54.05,54.05,54.05,54.05,100,0
SBERP,173249,54.05,54.05,54.05,54.05,900,0
SBERP,173342,54.05,54.05,54.05,54.05,200,0
SBERP,173400,54.07,54.07,54.07,54.07,3300,0
SBERP,173401,54.1,54.1,54.1,54.1,1000,0
SBERP,173411,54.11,54.11,54.11,54.11,100,0
SBERP,173415,54.11,54.11,54.11,54.11,100,0
SBERP,173416,54.14,54.14,54.14,54.14,100,0
SBERP,173417,54.1,54.1,54.1,54.1,400,0
SBERP,173434,54.07,54.07,54.07,54.07,700,0
SBERP,173437,54.12,54.12,54.12,54.12,100,0
SBERP,173505,54.12,54.12,54.12,54.12,1500,0
SBERP,173544,54.14,54.14,54.14,54.14,100,0
SBERP,173559,54.14,54.14,54.14,54.14,1000,0
SBERP,173600,54.14,54.14,54.14,54.14,500,0
SBERP,173602,54.14,54.14,54.14,54.14,400,0
SBERP,173604,54.14,54.14,54.14,54.14,1000,0
SBERP,173605,54.14,54.15,54.14,54.15,17400,0.018
SBERP,173606,54.15,54.15,54.15,54.15,1300,0
SBERP,173608,54.15,54.15,54.15,54.15,100,0
SBERP,173609,54.15,54.15,54.15,54.15,2400,0
SBERP,173613,54.15,54.15,54.15,54.15,5200,0
SBERP,173614,54.15,54.14,54.14,54.15,4100,-0.018
SBERP,173627,54.15,54.15,54.15,54.15,500,0
SBERP,173634,54.16,54.16,54.16,54.16,2000,0
SBERP,173637,54.16,54.16,54.16,54.16,400,0
SBERP,173638,54.16,54.16,54.16,54.16,300,0
SBERP,173640,54.16,54.16,54.16,54.16,1200,0
SBERP,173653,54.16,54.16,54.16,54.16,5000,0
SBERP,173751,54.15,54.15,54.15,54.15,2000,0
SBERP,173832,54.1,54.02,54.02,54.1,10500,-0.148
SBERP,173834,54.02,54.02,54.02,54.02,1000,0
SBERP,173849,54.04,54.04,54.04,54.04,700,0
SBERP,173854,54.07,54.07,54.07,54.07,100,0
SBERP,173855,54.03,54.03,54.03,54.03,700,0
SBERP,173900,54.07,54.07,54.07,54.07,1000,0
SBERP,173911,54.08,54.08,54.08,54.08,100,0
SBERP,174024,54.06,54.06,54.06,54.06,1000,0
SBERP,174025,54.06,54.06,54.06,54.06,200,0
SBERP,174026,54.06,54.06,54.06,54.06,800,0
SBERP,174055,54.03,54.03,54.03,54.03,3000,0
SBERP,174056,54.03,54.03,54.03,54.03,300,0
SBERP,174100,54.03,54.03,54.03,54.03,200,0
SBERP,174121,54.06,54.06,54.06,54.06,100,0
SBERP,174123,54.03,54.01,54.01,54.03,3000,-0.037
SBERP,174124,54.03,54.02,54.02,54.03,1700,-0.019
SBERP,174132,54.06,54.06,54.06,54.06,8200,0
SBERP,174207,54.06,54.06,54.06,54.06,100,0
SBERP,174209,54.06,54.07,54.06,54.07,9000,0.018
SBERP,174211,54.07,54.09,54.07,54.09,900,0.037
SBERP,174227,54.1,54.1,54.1,54.1,5000,0
SBERP,174232,54.12,54.13,54.12,54.13,5000,0.018
SBERP,174258,54.08,54.07,54.07,54.08,18400,-0.018
SBERP,174311,54.08,54.08,54.08,54.08,900,0
SBERP,174416,54.11,54.11,54.11,54.11,700,0
SBERP,174514,54.08,54.07,54.07,54.08,2000,-0.018
SBERP,174516,54.13,54.13,54.13,54.13,100,0
SBERP,174536,54.13,54.13,54.13,54.13,100,0
SBERP,174600,54.11,54.11,54.11,54.11,100,0
SBERP,174717,54.13,54.13,54.13,54.13,3100,0
SBERP,174723,54.15,54.15,54.15,54.15,1000,0
SBERP,174806,54.12,54.1,54.1,54.12,6100,-0.037
SBERP,174834,54.13,54.13,54.13,54.13,1100,0
SBERP,174847,54.1,54.09,54.09,54.1,11700,-0.018
SBERP,174848,54.08,54.06,54.06,54.08,300,-0.037
SBERP,174906,54.06,54.06,54.06,54.06,100,0
SBERP,174917,54.09,54.09,54.09,54.09,3000,0
SBERP,174943,54.06,54.06,54.06,54.06,100,0
SBERP,175029,54.06,54.05,54.05,54.06,8500,-0.018
SBERP,175039,54.08,54.08,54.08,54.08,100,0
SBERP,175054,54.08,54.08,54.08,54.08,100,0
SBERP,175105,54.06,54.06,54.06,54.06,3500,0
SBERP,175130,54.1,54.1,54.1,54.1,1000,0
SBERP,175147,54.08,54.08,54.08,54.08,500,0
SBERP,175148,54.12,54.12,54.12,54.12,600,0
SBERP,175232,54.07,54.07,54.07,54.07,200,0
SBERP,175240,54.07,54.1,54.07,54.1,500,0.055
SBERP,175256,54.05,54.05,54.05,54.05,7600,0
SBERP,175257,54.05,54.05,54.05,54.05,100,0
SBERP,175301,54.05,54.05,54.05,54.05,1200,0
SBERP,175302,54.05,54.05,54.05,54.05,1000,0
SBERP,175304,54.05,54.05,54.05,54.05,200,0
SBERP,175321,54.05,54.05,54.05,54.05,20900,0
SBERP,175322,54.05,54.05,54.05,54.05,1000,0
SBERP,175336,54.05,54.07,54.05,54.07,5500,0.037
SBERP,175409,54.04,54.04,54.04,54.04,1000,0
SBERP,175519,54.04,54.04,54.04,54.04,100,0
SBERP,175531,54.09,54.09,54.09,54.09,200,0
SBERP,175559,54.07,54.07,54.07,54.07,1000,0
SBERP,175802,54.09,54.09,54.09,54.09,100,0
SBERP,175817,54.05,54.05,54.05,54.05,100,0
SBERP,180001,54.05,54.05,54.05,54.05,4000,0
SBERP,180006,54.05,54.06,54.05,54.09,1100,0.019
SBERP,180008,54.05,54.05,54.05,54.05,100,0
SBERP,180034,54.09,54.09,54.09,54.09,1000,0
SBERP,180137,54.09,54.09,54.09,54.09,100,0
SBERP,180151,54.09,54.09,54.09,54.09,1000,0
SBERP,180215,54.1,54.1,54.1,54.1,100,0
SBERP,180246,54.09,54.09,54.09,54.09,100,0
SBERP,180255,54.08,54.08,54.08,54.08,1000,0
SBERP,180345,54.1,54.1,54.1,54.1,1200,0
SBERP,180353,54.13,54.13,54.13,54.13,200,0
SBERP,180420,54.1,54.11,54.1,54.11,6200,0.018
SBERP,180423,54.12,54.12,54.12,54.12,1000,0
SBERP,180443,54.09,54.08,54.08,54.09,9800,-0.018
SBERP,180451,54.08,54.08,54.08,54.08,200,0
SBERP,180615,54.12,54.12,54.12,54.12,5400,0
SBERP,180638,54.12,54.12,54.12,54.12,700,0
SBERP,180647,54.12,54.13,54.12,54.13,4000,0.018
SBERP,180712,54.1,54.1,54.1,54.1,400,0
SBERP,180855,54.12,54.12,54.12,54.12,200,0
SBERP,180922,54.13,54.13,54.13,54.13,4000,0
SBERP,181005,54.14,54.15,54.14,54.15,600,0.018
SBERP,181006,54.17,54.17,54.17,54.17,1000,0
SBERP,181008,54.17,54.17,54.17,54.17,100,0
SBERP,181022,54.17,54.17,54.17,54.17,500,0
SBERP,181028,54.17,54.17,54.17,54.17,10000,0
SBERP,181125,54.16,54.15,54.15,54.16,6900,-0.018
SBERP,181136,54.17,54.17,54.17,54.17,2100,0
SBERP,181208,54.17,54.15,54.15,54.17,2200,-0.037
SBERP,181321,54.18,54.18,54.18,54.18,700,0
SBERP,181328,54.18,54.18,54.18,54.18,100,0
SBERP,181347,54.18,54.18,54.18,54.18,400,0
SBERP,181348,54.18,54.18,54.18,54.18,100,0
SBERP,181417,54.18,54.18,54.18,54.18,100,0
SBERP,181439,54.18,54.18,54.18,54.18,1000,0
SBERP,181502,54.18,54.18,54.18,54.18,200,0
SBERP,181504,54.19,54.19,54.19,54.19,200,0
SBERP,181517,54.19,54.19,54.19,54.19,1000,0
SBERP,181524,54.18,54.18,54.18,54.18,200,0
SBERP,181526,54.2,54.2,54.2,54.2,14500,0
SBERP,181528,54.2,54.2,54.2,54.2,30600,0
SBERP,181529,54.2,54.2,54.2,54.2,2800,0
SBERP,181534,54.2,54.2,54.2,54.2,9700,0
SBERP,181541,54.2,54.2,54.2,54.2,3600,0
SBERP,181551,54.21,54.21,54.21,54.21,600,0
SBERP,181559,54.2,54.2,54.2,54.2,1000,0
SBERP,181603,54.2,54.2,54.2,54.2,5200,0
SBERP,181626,54.2,54.2,54.2,54.2,400,0
SBERP,181706,54.2,54.18,54.18,54.2,6400,-0.037
SBERP,181710,54.16,54.16,54.16,54.16,100,0
