SECCODE,TIME,OPEN,CLOSE,LOW,HIGH,VOLUME,CHANGE
ROSN,135156,270.4,270.4,270.4,270.4,190,0
ROSN,135204,270.45,270.45,270.45,270.45,10,0
ROSN,135208,270.35,270.35,270.35,270.35,2500,0
ROSN,135209,270.3,270.3,270.3,270.3,10,0
ROSN,135211,270.3,270.4,270.3,270.4,20,0.037
ROSN,135215,270.3,270.3,270.3,270.3,60,0
ROSN,135217,270.35,270.35,270.35,270.35,50,0
ROSN,135218,270.35,270.35,270.35,270.35,20,0
ROSN,135219,270.35,270.35,270.35,270.35,10,0
ROSN,135220,270.3,270.3,270.3,270.35,150,0
ROSN,135221,270.3,270.3,270.3,270.3,150,0
ROSN,135222,270.3,270.3,270.3,270.3,140,0
ROSN,135226,270.3,270.3,270.3,270.35,40,0
ROSN,135230,270.3,270.3,270.3,270.3,50,0
ROSN,135234,270.3,270.3,270.3,270.3,30,0
ROSN,135235,270.3,270.15,270.15,270.3,19550,-0.055
ROSN,135236,270.2,270.15,270.15,270.2,110,-0.019
ROSN,135237,270.15,270.15,270.15,270.2,760,0
ROSN,135238,270.15,270.15,270.15,270.15,810,0
ROSN,135239,270.15,270.2,270.15,270.2,120,0.019
ROSN,135240,270.2,270.2,270.2,270.2,330,0
ROSN,135242,270.2,270.2,270.2,270.2,100,0
ROSN,135243,270.2,270.2,270.2,270.2,100,0
ROSN,135245,270.15,270.2,270.15,270.2,150,0.019
ROSN,135246,270.15,270.15,270.15,270.15,150,0
ROSN,135248,270.2,270.2,270.2,270.2,20,0
ROSN,135249,270.15,270.15,270.15,270.15,10,0
ROSN,135251,270.15,270.15,270.15,270.15,300,0
ROSN,135257,270.2,270.8,270.2,270.8,9660,0.222
ROSN,135258,270.8,270.75,270.75,270.8,230,-0.018
ROSN,135259,270.7,270.7,270.7,270.7,200,0
ROSN,135303,270.75,270.75,270.75,270.8,290,0
ROSN,135318,270.85,270.5,270.5,270.85,1020,-0.129
ROSN,135348,270.75,270.75,270.75,270.75,20,0
ROSN,135356,270.75,270.75,270.75,270.75,110,0
ROSN,135405,270.75,270.75,270.75,270.75,2000,0
ROSN,135408,270.4,270.4,270.4,270.4,100,0
ROSN,135418,270.8,270.8,270.8,270.8,20,0
ROSN,135438,270.45,270.4,270.4,270.45,300,-0.018
ROSN,135448,270.75,270.75,270.75,270.75,10,0
ROSN,135452,270.45,270.35,270.35,270.45,900,-0.037
ROSN,135518,270.75,270.75,270.75,270.75,20,0
ROSN,135540,270.5,270.5,270.5,270.5,50,0
ROSN,135548,270.5,270.5,270.5,270.5,100,0
ROSN,135607,270.5,270.5,270.5,270.5,30,0
ROSN,135618,270.5,270.5,270.5,270.5,20,0
ROSN,135619,270.5,270.5,270.5,270.5,3300,0
ROSN,135627,270.7,270.7,270.7,270.7,180,0
ROSN,135639,270.5,270.45,270.45,270.5,2780,-0.018
ROSN,135648,270.75,270.75,270.75,270.75,20,0
ROSN,135711,270.75,270.8,270.75,270.8,30,0.018
ROSN,135718,270.8,270.8,270.8,270.8,20,0
ROSN,135748,270.8,270.9,270.8,270.9,20,0.037
ROSN,135757,270.55,270.5,270.5,270.55,410,-0.018
ROSN,135758,270.35,270.35,270.35,270.35,190,0
ROSN,135818,270.5,270.5,270.5,270.5,10,0
ROSN,135829,270.4,270.4,270.4,270.4,400,0
ROSN,135837,270.5,270.5,270.5,270.5,470,0
ROSN,135848,270.5,270.5,270.5,270.5,20,0
ROSN,135853,270.5,270.5,270.5,270.5,670,0
ROSN,135900,270.5,270.5,270.5,270.5,10,0
ROSN,135901,270.5,270.5,270.5,270.5,630,0
ROSN,135915,270.4,270.4,270.4,270.4,60,0
ROSN,135918,270.5,270.5,270.5,270.5,20,0
ROSN,135935,270.5,270.5,270.5,270.5,10,0
ROSN,135948,270.5,270.5,270.5,270.5,20,0
ROSN,140000,270.5,270.5,270.5,270.5,180,0
ROSN,140007,270.5,270.5,270.5,270.5,50,0
ROSN,140013,270.5,270.5,270.5,270.5,320,0
ROSN,140015,270.5,270.5,270.5,270.5,1510,0
ROSN,140016,270.5,270.5,270.5,270.5,2480,0
ROSN,140017,270.5,270.7,270.5,270.7,2960,0.074
ROSN,140018,270.7,270.75,270.7,270.75,2930,0.018
ROSN,140019,270.8,270.8,270.8,270.8,140,0
ROSN,140020,270.8,270.8,270.8,270.8,2660,0
ROSN,140021,270.8,270.8,270.8,270.8,170,0
ROSN,140022,270.8,270.85,270.8,270.85,340,0.018
ROSN,140023,270.85,270.9,270.85,270.9,1640,0.018
ROSN,140028,270.9,270.9,270.9,270.9,360,0
ROSN,140031,270.9,270.9,270.9,270.9,240,0
ROSN,140048,270.9,270.9,270.9,270.9,300,0
ROSN,140052,270.9,270.9,270.9,270.9,200,0
ROSN,140055,270.9,270.9,270.9,270.9,160,0
ROSN,140118,270.9,270.9,270.9,270.9,20,0
ROSN,140123,270.9,270.9,270.9,270.9,120,0
ROSN,140128,270.9,270.9,270.9,270.9,150,0
ROSN,140136,270.9,270.9,270.9,270.9,240,0
ROSN,140139,270.9,270.9,270.9,270.9,330,0
ROSN,140141,270.9,270.9,270.9,270.9,80,0
ROSN,140145,270.9,270.9,270.9,270.9,10,0
ROSN,140148,270.9,270.9,270.9,270.9,30,0
ROSN,140153,270.6,270.6,270.6,270.6,920,0
ROSN,140203,270.85,270.9,270.85,270.9,530,0.018
ROSN,140218,270.8,270.8,270.8,270.8,10,0
ROSN,140240,270.6,270.5,270.5,270.6,180,-0.037
ROSN,140248,270.8,270.8,270.8,270.8,20,0
ROSN,140257,270.55,270.5,270.5,270.55,1850,-0.018
ROSN,140302,270.6,270.6,270.6,270.6,1450,0
ROSN,140303,270.5,270.5,270.5,270.5,200,0
ROSN,140306,270.5,270.5,270.5,270.5,3000,0
ROSN,140312,270.5,270.5,270.5,270.5,40,0
ROSN,140318,270.75,270.75,270.75,270.75,20,0
ROSN,140339,270.55,270.55,270.55,270.55,10,0
ROSN,140348,270.65,270.65,270.65,270.65,20,0
ROSN,140357,270.6,270.65,270.6,270.65,360,0.018
ROSN,140358,270.65,270.65,270.65,270.65,130,0
ROSN,140418,270.65,270.65,270.65,270.65,20,0
ROSN,140439,270.65,270.65,270.65,270.65,1740,0
ROSN,140443,270.65,270.65,270.65,270.65,310,0
ROSN,140448,270.8,270.8,270.8,270.8,20,0
ROSN,140517,270.8,270.95,270.8,270.95,5200,0.055
ROSN,140518,270.9,270.9,270.9,270.9,20,0
ROSN,140537,270.95,271,270.95,271,2610,0.018
ROSN,140540,271,271,271,271,460,0
ROSN,140548,271,271,271,271,10,0
ROSN,140608,271,271,271,271,30,0
ROSN,140615,271,271,271,271,400,0
ROSN,140618,271,271,271,271,20,0
ROSN,140619,271,271,271,271,800,0
ROSN,140625,271.05,271.05,271.05,271.05,10,0
ROSN,140648,271.05,271.05,271.05,271.05,20,0
ROSN,140716,271,271.05,271,271.05,2090,0.018
ROSN,140718,271.05,271.05,271.05,271.05,20,0
ROSN,140748,271.05,271.05,271.05,271.05,20,0
ROSN,140801,270.75,270.75,270.75,270.75,210,0
ROSN,140803,270.75,270.75,270.75,270.75,40,0
ROSN,140817,271,271,271,271,3000,0
ROSN,140818,271,271,271,271,20,0
ROSN,140822,270.8,270.8,270.8,270.8,330,0
ROSN,140827,270.95,270.95,270.95,270.95,50,0
ROSN,140848,270.95,270.95,270.95,270.95,20,0
ROSN,140859,270.75,270.8,270.75,270.8,2940,0.018
ROSN,140918,270.8,270.8,270.8,270.8,10,0
ROSN,140919,270.75,270.75,270.75,270.75,60,0
ROSN,140920,270.7,270.7,270.7,270.7,140,0
ROSN,140948,270.75,270.75,270.75,270.75,20,0
ROSN,141001,270.7,270.7,270.7,270.7,2360,0
ROSN,141006,270.75,270.75,270.75,270.75,1000,0
ROSN,141018,270.75,270.75,270.75,270.75,20,0
ROSN,141029,270.75,270.75,270.75,270.75,1500,0
ROSN,141048,270.75,270.75,270.75,270.75,20,0
ROSN,141052,270.75,270.75,270.75,270.75,120,0
ROSN,141104,270.75,270.75,270.75,270.75,200,0
ROSN,141106,270.7,270.7,270.7,270.7,590,0
ROSN,141118,270.7,270.7,270.7,270.7,20,0
ROSN,141148,270.7,270.7,270.7,270.7,20,0
ROSN,141218,270.7,270.7,270.7,270.7,20,0
ROSN,141246,270.65,270.65,270.65,270.65,50,0
ROSN,141248,270.65,270.65,270.65,270.65,20,0
ROSN,141315,270.65,270.8,270.65,270.8,2000,0.055
ROSN,141318,270.8,270.8,270.8,270.8,10,0
ROSN,141330,270.6,270.6,270.6,270.6,10,0
ROSN,141348,270.8,270.8,270.8,270.8,20,0
ROSN,141408,270.65,270.65,270.65,270.65,900,0
ROSN,141419,270.8,270.8,270.8,270.8,20,0
ROSN,141449,270.8,270.8,270.8,270.8,20,0
ROSN,141509,270.8,270.8,270.8,270.8,1480,0
ROSN,141519,270.9,270.95,270.9,270.95,20,0.018
ROSN,141548,270.95,271,270.95,271,4410,0.018
ROSN,141549,271.05,271.05,271.05,271.05,20,0
ROSN,141557,271,270.75,270.75,271.05,22190,-0.092
ROSN,141558,270.7,270.7,270.7,270.7,150,0
ROSN,141559,270.9,271,270.9,271,590,0.037
ROSN,141602,271,271.05,271,271.05,400,0.018
ROSN,141603,271.05,271.1,271.05,271.1,980,0.018
ROSN,141604,271.1,271.2,271.1,271.2,1140,0.037
ROSN,141605,271.2,271.25,271.2,271.25,1090,0.018
ROSN,141606,271.3,271.3,271.3,271.3,50,0
ROSN,141608,271.25,270.95,270.95,271.25,50,-0.111
ROSN,141609,270.9,270.9,270.9,270.9,150,0
ROSN,141613,271.2,271.25,271.2,271.25,40,0.018
ROSN,141614,271.25,271.25,271.25,271.25,580,0
ROSN,141619,271.3,271.3,271.3,271.3,20,0
ROSN,141621,271.3,271.3,271.3,271.3,10,0
ROSN,141628,271.25,271.1,271.1,271.25,240,-0.055
ROSN,141643,271.25,271.25,271.25,271.25,10,0
ROSN,141644,271.25,271.25,271.25,271.25,100,0
ROSN,141649,271.25,271.25,271.25,271.25,10,0
ROSN,141651,271.25,271.25,271.25,271.25,10,0
ROSN,141701,271.25,271.25,271.25,271.25,620,0
ROSN,141705,271.25,271.25,271.25,271.25,60,0
ROSN,141708,271.25,271.25,271.25,271.25,800,0
ROSN,141718,271.25,271.25,271.25,271.25,100,0
ROSN,141719,271.25,271.25,271.25,271.25,20,0
ROSN,141740,271.25,271.25,271.25,271.25,20,0
ROSN,141741,271.25,271.35,271.25,271.35,1000,0.037
ROSN,141749,271.35,271.35,271.35,271.35,20,0
ROSN,141801,271.35,271.4,271.35,271.4,1690,0.018
ROSN,141804,271.4,271.4,271.4,271.4,2000,0
ROSN,141807,271.1,271.1,271.1,271.1,30,0
ROSN,141809,271.4,271.4,271.4,271.4,20,0
ROSN,141819,271.35,271.35,271.35,271.35,20,0
ROSN,141829,271.35,271.35,271.35,271.35,100,0
ROSN,141849,271.3,271.3,271.3,271.3,20,0
ROSN,141919,271.3,271.3,271.3,271.3,20,0
ROSN,141936,271.3,271.35,271.3,271.35,2600,0.018
ROSN,141948,271.35,271.35,271.35,271.35,50,0
ROSN,141949,271.35,271.35,271.35,271.35,20,0
ROSN,141951,271.35,271.4,271.35,271.4,300,0.018
ROSN,142015,271.4,271.4,271.4,271.4,10,0
ROSN,142016,271.25,271.25,271.25,271.25,500,0
ROSN,142018,271.25,271.25,271.25,271.25,500,0
ROSN,142019,271.4,271.4,271.4,271.4,20,0
ROSN,142028,271.4,271.4,271.4,271.4,100,0
ROSN,142038,271.4,271.4,271.4,271.4,10,0
ROSN,142048,271.4,271.5,271.4,271.5,9560,0.037
ROSN,142049,271.55,271.5,271.5,271.55,1010,-0.018
ROSN,142100,271.55,271.55,271.55,271.55,400,0
ROSN,142102,271.5,271.5,271.5,271.5,2000,0
ROSN,142104,271.55,271.55,271.55,271.6,1140,0
ROSN,142106,271.55,271.55,271.55,271.55,20,0
ROSN,142107,271.55,271.55,271.55,271.55,10,0
ROSN,142111,271.6,271.6,271.6,271.6,1090,0
ROSN,142112,271.55,271.55,271.55,271.55,10,0
ROSN,142113,271.6,271.65,271.6,271.65,3000,0.018
ROSN,142116,271.55,271.55,271.55,271.55,10,0
ROSN,142119,271.65,271.65,271.65,271.65,20,0
ROSN,142122,271.65,271.7,271.65,271.7,17130,0.018
ROSN,142123,271.7,271.7,271.7,271.7,20,0
ROSN,142125,271.7,271.7,271.7,271.7,900,0
ROSN,142129,271.7,271.8,271.7,271.8,6500,0.037
ROSN,142130,271.75,271.65,271.55,271.9,690,-0.037
ROSN,142131,271.85,271.9,271.55,271.9,180,0.018
ROSN,142136,271.9,271.9,271.9,271.9,320,0
ROSN,142149,271.9,271.9,271.9,271.9,20,0
ROSN,142200,271.95,271.95,271.95,271.95,50,0
ROSN,142201,271.95,271.95,271.95,271.95,50,0
ROSN,142204,271.95,271.95,271.95,271.95,900,0
ROSN,142206,271.65,271.65,271.65,271.65,20,0
ROSN,142219,271.9,271.9,271.9,271.9,20,0
ROSN,142249,271.75,271.75,271.75,271.75,20,0
ROSN,142311,271.8,271.8,271.8,271.8,20,0
ROSN,142315,271.8,271.8,271.8,271.8,50,0
ROSN,142319,271.8,271.8,271.8,271.8,20,0
ROSN,142333,271.8,271.95,271.8,272,20550,0.055
ROSN,142344,271.95,272,271.95,272.1,10280,0.018
ROSN,142345,272.1,272,272,272.15,2230,-0.037
ROSN,142346,272.15,272.15,272.15,272.15,50,0
ROSN,142349,272.15,272.15,272.15,272.15,20,0
ROSN,142352,272,272,272,272,30,0
ROSN,142354,272,272,272,272,10,0
ROSN,142359,272,272,272,272,10,0
ROSN,142405,272,272.15,272,272.15,890,0.055
ROSN,142419,272.15,272.3,272.1,272.45,33130,0.055
ROSN,142420,272.3,272.3,272.3,272.35,11840,0
ROSN,142423,272.3,272.2,272.2,272.3,5630,-0.037
ROSN,142424,272.2,272,272,272.2,1860,-0.073
ROSN,142425,272,272.05,272,272.05,980,0.018
ROSN,142426,272.05,272,272,272.05,2050,-0.018
ROSN,142427,272.3,272.3,272.3,272.3,100,0
ROSN,142437,272,272.3,272,272.3,550,0.11
ROSN,142438,272,272,272,272,2000,0
ROSN,142439,272,272.15,272,272.15,2020,0.055
ROSN,142440,272,271.75,271.75,272,2200,-0.092
ROSN,142449,272.05,272.05,272.05,272.05,20,0
ROSN,142451,271.8,271.7,271.7,271.8,720,-0.037
ROSN,142519,272.05,272.05,272.05,272.05,20,0
ROSN,142524,271.75,271.75,271.75,271.75,10,0
ROSN,142536,271.95,271.95,271.95,271.95,20,0
ROSN,142544,271.7,271.7,271.7,271.7,10,0
ROSN,142549,271.95,271.95,271.95,271.95,20,0
ROSN,142618,271.65,271.65,271.65,271.65,10,0
ROSN,142619,271.9,271.9,271.9,271.9,20,0
ROSN,142649,271.9,271.9,271.9,271.9,20,0
ROSN,142651,271.65,271.65,271.65,271.65,10,0
ROSN,142712,271.75,271.75,271.75,271.75,100,0
ROSN,142719,271.75,271.75,271.75,271.75,20,0
ROSN,142726,271.65,271.6,271.6,271.65,40,-0.018
ROSN,142734,271.65,271.65,271.65,271.65,30,0
ROSN,142748,271.6,271.6,271.6,271.6,140,0
ROSN,142749,271.65,271.65,271.65,271.65,10,0
ROSN,142750,271.65,271.65,271.65,271.65,40,0
ROSN,142808,271.65,271.65,271.65,271.65,40,0
ROSN,142813,271.55,271.55,271.55,271.55,500,0
ROSN,142819,271.65,271.65,271.65,271.65,20,0
ROSN,142827,271.55,271.55,271.55,271.55,50,0
ROSN,142832,271.65,271.65,271.65,271.65,80,0
ROSN,142843,271.65,271.7,271.65,271.7,2780,0.018
ROSN,142844,271.8,271.75,271.75,271.9,1400,-0.018
ROSN,142849,271.7,271.95,271.7,271.95,120,0.092
ROSN,142853,271.95,271.95,271.95,271.95,30,0
ROSN,142859,271.65,271.65,271.65,271.65,100,0
ROSN,142901,271.95,272,271.95,272,800,0.018
ROSN,142902,272,272.15,272,272.15,1000,0.055
ROSN,142919,272.1,272.1,272.1,272.1,20,0
ROSN,142923,272.1,272.1,272.1,272.1,90,0
ROSN,142924,271.95,271.95,271.95,271.95,220,0
ROSN,142926,271.85,271.85,271.85,271.85,20,0
ROSN,142927,271.8,271.8,271.8,271.8,10,0
ROSN,142935,272.1,272.1,272.1,272.1,100,0
ROSN,142949,272,272,272,272,20,0
ROSN,142958,271.85,271.85,271.85,271.85,100,0
ROSN,142959,271.85,271.7,271.7,271.85,500,-0.055
ROSN,143008,271.6,271.6,271.6,271.6,240,0
ROSN,143009,271.75,271.75,271.7,271.75,1550,0
ROSN,143010,271.7,271.85,271.7,271.85,800,0.055
ROSN,143016,271.85,271.8,271.8,271.85,360,-0.018
ROSN,143017,271.85,271.85,271.85,271.85,140,0
ROSN,143019,271.95,271.95,271.95,271.95,20,0
ROSN,143026,271.95,271.95,271.95,271.95,20,0
ROSN,143049,271.95,271.95,271.95,271.95,20,0
ROSN,143050,271.65,271.65,271.65,271.65,930,0
ROSN,143054,271.9,271.9,271.9,271.9,20,0
ROSN,143102,271.9,271.65,271.65,271.9,350,-0.092
ROSN,143111,271.9,271.95,271.9,271.95,100,0.018
ROSN,143113,271.7,271.7,271.7,271.7,10,0
ROSN,143114,271.7,271.7,271.7,271.7,10,0
ROSN,143119,271.9,271.9,271.9,271.9,20,0
ROSN,143126,271.65,271.6,271.6,271.65,1920,-0.018
ROSN,143127,271.6,271.6,271.6,271.6,10,0
ROSN,143128,271.6,271.6,271.6,271.6,4700,0
ROSN,143129,271.6,271.6,271.6,271.6,300,0
ROSN,143132,271.6,271.6,271.6,271.6,2070,0
ROSN,143133,271.6,271.6,271.6,271.6,3900,0
ROSN,143134,271.6,271.6,271.6,271.6,890,0
ROSN,143135,271.6,271.6,271.6,271.6,540,0
ROSN,143136,271.6,271.5,271.5,271.6,1890,-0.037
ROSN,143137,271.5,271.45,271.45,271.5,3030,-0.018
ROSN,143138,271.45,271.45,271.45,271.45,170,0
ROSN,143140,271.45,271.45,271.45,271.45,60,0
ROSN,143142,271.45,271.3,271.3,271.45,1700,-0.055
ROSN,143145,271.3,271.3,271.3,271.3,950,0
ROSN,143149,271.5,271.5,271.5,271.5,10,0
ROSN,143158,271.4,271.4,271.4,271.4,200,0
ROSN,143159,271.35,271.35,271.35,271.35,200,0
ROSN,143200,271.3,271.2,271.2,271.3,450,-0.037
ROSN,143202,271.2,271.2,271.2,271.2,10,0
ROSN,143215,271.25,271.2,271.2,271.25,520,-0.018
ROSN,143216,271.2,271.2,271.2,271.2,100,0
ROSN,143219,271.35,271.35,271.35,271.35,20,0
ROSN,143221,271.2,271.2,271.2,271.2,230,0
ROSN,143222,271.2,271.2,271.2,271.2,100,0
ROSN,143233,271.2,271.2,271.2,271.2,150,0
ROSN,143244,271.2,271.2,271.2,271.2,400,0
ROSN,143249,271.25,271.25,271.25,271.25,20,0
ROSN,143250,271.25,271.25,271.25,271.25,2320,0
ROSN,143253,271.2,271,271,271.2,15000,-0.074
ROSN,143254,271.05,271.05,271.05,271.05,200,0
ROSN,143259,271.05,271,271,271.05,3500,-0.018
ROSN,143300,271.35,271.35,271.35,271.35,10,0
ROSN,143305,271,271,271,271,1000,0
ROSN,143306,271,271,270.9,271,1680,0
ROSN,143312,270.9,270.8,270.8,270.9,510,-0.037
ROSN,143313,271,271,271,271,1800,0
ROSN,143314,270.8,270.65,270.65,270.8,500,-0.055
ROSN,143315,270.65,270.65,270.65,270.65,280,0
ROSN,143319,270.9,270.9,270.9,270.9,20,0
ROSN,143320,270.7,270.65,270.65,270.7,120,-0.018
ROSN,143324,270.65,270.65,270.65,270.65,1500,0
ROSN,143335,270.65,270.65,270.65,270.65,10,0
ROSN,143338,270.65,270.55,270.5,270.65,1500,-0.037
ROSN,143339,270.5,270.5,270.5,270.5,2000,0
ROSN,143341,270.8,270.8,270.8,270.8,100,0
ROSN,143344,270.5,270.5,270.5,270.5,2000,0
ROSN,143348,270.8,270.8,270.8,270.8,100,0
ROSN,143349,270.8,270.8,270.8,270.8,20,0
ROSN,143350,270.5,270.5,270.5,270.5,100,0
ROSN,143406,270.55,270.5,270.5,270.55,200,-0.018
ROSN,143407,270.5,270.5,270.5,270.5,580,0
ROSN,143410,270.85,270.85,270.85,270.85,20,0
ROSN,143419,270.75,270.75,270.75,270.75,20,0
ROSN,143422,270.55,270.55,270.55,270.55,100,0
ROSN,143428,270.55,270.55,270.55,270.55,10,0
ROSN,143433,270.75,270.75,270.75,270.75,10,0
ROSN,143436,270.55,270.55,270.55,270.55,100,0
ROSN,143443,270.75,270.75,270.75,270.75,200,0
ROSN,143449,270.75,270.75,270.75,270.75,20,0
ROSN,143503,270.75,270.75,270.75,270.75,1000,0
ROSN,143512,270.6,270.6,270.6,270.6,370,0
ROSN,143519,270.6,270.6,270.6,270.6,10,0
ROSN,143524,270.55,270.35,270.35,270.55,14340,-0.074
ROSN,143534,270.3,270.3,270.3,270.3,140,0
ROSN,143535,270.3,270.3,270.3,270.3,100,0
ROSN,143536,270.3,270.2,270.2,270.3,760,-0.037
ROSN,143537,270.2,270.2,270.2,270.2,160,0
ROSN,143541,270.2,270.2,270.2,270.2,20,0
ROSN,143542,270.4,270.4,270.4,270.4,50,0
ROSN,143549,270.4,270.4,270.4,270.4,20,0
ROSN,143556,270.4,270.4,270.4,270.4,300,0
ROSN,143601,270.25,270.25,270.25,270.25,190,0
ROSN,143604,270.25,270.25,270.25,270.45,2070,0
ROSN,143614,270.45,270.45,270.45,270.45,4840,0
ROSN,143619,270.25,270.45,270.2,270.45,1020,0.074
ROSN,143632,270.25,270.25,270.25,270.25,50,0
ROSN,143649,270.4,270.4,270.4,270.4,20,0
ROSN,143652,270.2,270.2,270.2,270.2,690,0
ROSN,143653,270.2,270.2,270.2,270.2,270,0
ROSN,143654,270.2,270.2,270.2,270.2,30,0
ROSN,143655,270.2,270.2,270.2,270.2,820,0
ROSN,143657,270.2,270.2,270.2,270.2,150,0
ROSN,143700,270.35,270.35,270.35,270.35,20,0
ROSN,143701,270.25,270.2,270.2,270.25,60,-0.019
ROSN,143703,270.2,270.2,270.2,270.2,90,0
ROSN,143708,270.15,270.15,270.15,270.15,190,0
ROSN,143709,270.15,270.15,270.15,270.15,1330,0
ROSN,143710,270.1,270.1,270.1,270.1,100,0
ROSN,143711,270.1,270.1,270.1,270.1,1000,0
ROSN,143713,270.1,270.05,270.05,270.1,2550,-0.019
ROSN,143717,270.1,270.1,270.1,270.1,30,0
ROSN,143719,270.1,270.25,270.1,270.25,1180,0.056
ROSN,143721,270.05,270.05,270.05,270.05,1000,0
ROSN,143723,270.05,270.05,270.05,270.05,460,0
ROSN,143724,270.05,270.05,270.05,270.05,100,0
ROSN,143725,270.05,270.05,270.05,270.05,360,0
ROSN,143727,270.05,270.05,270.05,270.05,1280,0
ROSN,143728,270.05,270.05,270.05,270.05,200,0
ROSN,143729,270.05,270.05,270.05,270.05,440,0
ROSN,143730,270.05,270.05,270.05,270.05,5030,0
ROSN,143731,270.05,270.05,270.05,270.05,50,0
ROSN,143732,270.1,270.05,270.05,270.1,2000,-0.019
ROSN,143736,270.05,270.15,270.05,270.15,940,0.037
ROSN,143742,270.05,270.05,270.05,270.05,30,0
ROSN,143746,270.05,270.05,270.05,270.05,170,0
ROSN,143747,270.05,270.05,270.05,270.05,200,0
ROSN,143749,270.1,270.15,270.1,270.15,30,0.019
ROSN,143750,270.1,270,270,270.1,75280,-0.037
ROSN,143751,270,269.6,269.6,270,6780,-0.148
ROSN,143752,269.6,269.7,269.6,269.7,3650,0.037
ROSN,143753,269.65,269.65,269.65,269.65,50,0
ROSN,143754,269.7,269.75,269.7,269.75,3460,0.019
ROSN,143755,269.75,269.85,269.75,269.85,3400,0.037
ROSN,143756,269.85,269.85,269.85,269.85,390,0
ROSN,143757,269.9,269.9,269.9,269.9,3530,0
ROSN,143758,269.65,269.65,269.65,269.65,40,0
ROSN,143801,269.8,269.8,269.8,269.8,290,0
ROSN,143802,269.7,269.6,269.6,269.7,470,-0.037
ROSN,143803,269.7,269.65,269.65,269.7,620,-0.019
ROSN,143805,269.6,269.6,269.6,269.6,20,0
ROSN,143806,269.6,269.6,269.6,269.6,110,0
ROSN,143808,269.7,269.6,269.6,269.7,230,-0.037
ROSN,143809,269.75,269.75,269.75,269.75,3400,0
ROSN,143810,269.65,269.65,269.65,269.65,50,0
ROSN,143811,269.85,269.85,269.85,269.85,240,0
ROSN,143813,269.7,269.7,269.7,269.7,1430,0
ROSN,143815,269.9,269.9,269.9,269.9,190,0
ROSN,143817,269.9,269.9,269.9,269.9,10,0
ROSN,143818,269.9,269.9,269.9,269.9,500,0
ROSN,143820,269.9,269.9,269.9,269.9,20,0
ROSN,143828,269.95,270,269.95,270,5850,0.019
ROSN,143837,269.9,269.75,269.75,269.9,720,-0.056
ROSN,143839,269.9,269.9,269.9,269.9,50,0
ROSN,143845,269.8,269.8,269.8,269.8,200,0
ROSN,143850,269.8,269.8,269.8,269.8,20,0
ROSN,143853,269.8,269.8,269.8,269.8,150,0
ROSN,143916,269.8,269.8,269.8,269.8,50,0
ROSN,143920,269.8,269.8,269.8,269.8,10,0
ROSN,143922,269.75,269.6,269.6,269.75,5930,-0.056
ROSN,143923,269.6,269.6,269.6,269.6,3960,0
ROSN,143924,269.55,269.5,269.5,269.55,7680,-0.019
ROSN,143925,269.5,269.45,269.45,269.5,600,-0.019
ROSN,143932,269.6,269.6,269.6,269.6,90,0
ROSN,143933,269.6,269.6,269.6,269.6,60,0
ROSN,143934,269.45,269.45,269.45,269.45,780,0
ROSN,143936,269.4,269.4,269.4,269.4,20,0
ROSN,143937,269.4,269.35,269.35,269.45,370,-0.019
ROSN,143940,269.35,269.35,269.35,269.35,10,0
ROSN,143941,269.45,269.45,269.45,269.45,10,0
ROSN,143943,269.35,269.35,269.35,269.35,200,0
ROSN,143946,269.35,269.35,269.35,269.35,20,0
ROSN,143950,269.45,269.35,269.35,269.45,30,-0.037
ROSN,143951,269.45,269.45,269.45,269.45,2000,0
ROSN,143952,269.45,269.45,269.45,269.45,200,0
ROSN,143957,269.45,269.45,269.45,269.45,50,0
ROSN,143958,269.45,269.45,269.45,269.45,300,0
ROSN,143959,269.4,269.35,269.35,269.45,80,-0.019
ROSN,144000,269.35,269.35,269.35,269.35,180,0
ROSN,144001,269.35,269.35,269.3,269.35,420,0
ROSN,144002,269.3,269.3,269.3,269.3,220,0
ROSN,144003,269.25,269.25,269.25,269.25,270,0
ROSN,144004,269.25,269.35,269.25,269.35,460,0.037
ROSN,144005,269.3,269.3,269.3,269.3,10,0
ROSN,144006,269.25,269.25,269.25,269.25,140,0
ROSN,144008,269.25,269.25,269.25,269.25,210,0
ROSN,144010,269.25,269.2,269.2,269.25,250,-0.019
ROSN,144011,269.2,269.2,269.2,269.2,10,0
ROSN,144012,269.25,269.25,269.25,269.25,430,0
ROSN,144013,269.3,269.3,269.3,269.3,130,0
ROSN,144018,269.3,269.2,269.2,269.3,100,-0.037
ROSN,144020,269.35,269.35,269.35,269.35,20,0
ROSN,144024,269.2,269.2,269.2,269.2,100,0
ROSN,144029,269.25,269.25,269.25,269.25,420,0
ROSN,144030,269.35,269.2,269.2,269.35,900,-0.056
ROSN,144044,269.25,269.25,269.25,269.25,60,0
ROSN,144050,269.3,269.3,269.3,269.3,20,0
ROSN,144057,269.3,269.3,269.3,269.3,10,0
ROSN,144059,269.25,269.15,269.15,269.25,3510,-0.037
ROSN,144103,269.3,269.3,269.3,269.3,20,0
ROSN,144110,269.3,269.45,269.3,269.45,10400,0.056
ROSN,144118,269.35,269.35,269.35,269.35,150,0
ROSN,144120,269.6,269.6,269.6,269.6,20,0
ROSN,144121,269.7,269.7,269.7,269.7,20,0
